Text,is_rule,ID,source,class_resolved,metadata
Heat pumps should be selected to meet the full space heating requirement at the design condition chosen for heat loss calculations.,,243_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For wet heating systems in new dwellings with a floor area of 150m2 or greater, a minimum of two independently controlled heating circuits should be provided.",,246_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
System controls should be wired so that when there is no demand for space heating or hot water the heating appliance and pump are switched off.,,247_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For space heating systems, temperature control should be installed for the heating appliance.",,248_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For heating systems in new dwellings, or when a heat generator such as a boiler is replaced in an existing dwelling, each room should be provided with thermostatic room controls.",,250_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"If work is carried out on a system that includes a boiler, a boiler interlock should be installed.",,256_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"If a gas-fired combination boiler is installed in an existing dwelling, at least one of the following energy efficiency measures, appropriate to the system, should be installed.",,262_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where controls are external to the heater, the system should be provided with a time switch/programmer and room thermostat, or programmable room thermostat.",,265_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where controls are integrated in the heater, the system should be provided with a time switch/programmer and room temperature sensor linked to heater firing and fan speed control.",,268_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Independent temperature control of the hot water circuit should be implemented with a cylinder thermostat and a timing device.,,269_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The number of appliances should not exceed one per 100m2 of dwelling floor area.,,273_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For an electrically operated appliance, an integral remote or thermostatic control should be provided.",,277_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Automatic control of input charge should be provided.,,279_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"The rate of heat release from the appliance should be adjustable, using an adjustable damper or other thermostatically controlled method.",,280_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
An existing district heat network that is being connected to a new dwelling should not have a CO2 emission factor for delivered heat to the dwelling which is greater than 0.350kgCO2/kWh.,,287_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The design temperature difference for the community heating primary circuit should be a minimum of 20C.,,292_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Variable volume control systems should be used to reduce the volume of water and the pressure difference required from the pumps under part load.,,293_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
District heat networks and community heating systems should be designed to accommodate heat meter(s) for each dwelling.,,295_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The heating plant emission rate of the micro combined heat and power system (microCHP) should be no greater than the emission rate of a regular boiler using the same fuel as the microCHP.,,297_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Heating systems for screed floors that are greater than 65mm thick should automatically reduce the room temperature at night or when the room is unoccupied.,,299_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Ground floors and those in contact with the outside of the dwelling should be insulated to limit heat losses to not more than 10W/m2.,,302_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"The heat loss from the floor should be calculated using the sum of the thermal resistance of the floor finish and the underlying heated layer, multiplied by 10.",,303_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Under-floor heating systems intended for intermittent or cyclical operation and/or installed over unheated rooms should be separated from the structural floor by a layer of insulation with a thermal resistance of at least 1.25(m2K)/W.,,304_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Electric cables for underfloor heating should be installed within screeds as follows: For direct electric systems, within screeds not exceeding 60mm; For night energy storage systems, within screeds of at least 65mm.",,309_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Programmable room thermostats with an override feature should be provided for all direct electric zones of the electric underfloor heating system.,,314_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For heat pump installations in which there are other heat sources available to the same building, each of these heat sources should be appropriately incorporated into a singular control system.",,315_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Heat pumps should be located and installed subject to the manufacturers guidance.,,316_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For a heat exchanger between a solar primary and secondary system, a minimum of 0.1m2 or equivalent of heat exchanger area should be provided for every 1m2 of the net absorber area of the solar collector.",,323_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The specification of comfort cooling systems should be based on a heat gain calculation for the dwelling.,,330_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Systems should not be significantly oversized in most circumstances, the cooling appliance should not be sized for more than 120 of the design cooling load.",,331_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The seasonal energy efficiency ratio of an air conditioner working in cooling mode should be a minimum of 4.0.,,332_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Systems should be designed so that they can be commissioned to suitable ventilation rates so that spaces are not significantly over-ventilated.,,335_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"If luminous efficacy is greater than 75 light source lumens per circuit-watt, manual control is acceptable.",,338_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Where onsite electricity generation and storage is installed, such as photovoltaic panels or battery storage, systems should be an appropriate size for the site, available infrastructure and onsite energy demand.",,342_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"When replacing an existing system, the installed generation capacity of the new system should be no less than that of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with one which is better matched to the dwelling's energy demand).",,344_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
An air pressure test should be carried out on every dwelling.,,354_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"The dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate, all calculated using the measured air permeability, must not be higher than the target primary energy rate, target emission rate and target fabric energy efficiency rate, respectively.",,356_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"The results of all pressure tests on dwellings, including any test failures, should be reported to the building control body.",,359_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,,369_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Fixed building services must be commissioned to ensure that they use no more fuel and power than is reasonable in the circumstances.,,371_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
On-site electricity generation systems must be commissioned to ensure that they produce as much electricity as is reasonable in the circumstances.,,372_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For new dwellings, the commissioning plan should be given to the building control body with the design stage dwelling primary energy rate, dwelling emission rate and dwelling fabric energy efficiency rate calculations.",,374_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
A suitable chemical inhibitor should be added to the primary heating circuit to protect against scale and corrosion.,,380_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"In hard water areas, suitable measures should be taken to treat the feed water to water heaters and the hot water circuit of combination boilers to reduce lime-scale accumulation.",,381_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Ground arrays including header pipes and manifolds should be flushed as one system to remove all debris and purged to remove all air.,,384_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Vertical, horizontal and slinky ground arrays in particular should be flushed in both directions.",,385_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"During this process, the heat pump (along with its accompanying pipework) should be isolated from the ground heat exchanger such that damage to the internal heat exchanger inside the heat pump is avoided.",,386_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The heat pump along with its accompanying pipework should be flushed and purged as a separate system while isolated from the ground array system.,,387_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Systems should be commissioned to optimise the use of energy for pumping.,,393_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For existing dwellings, when installing a complete new or replacement system (e.g. replacing a heating system including the heating appliance, pipework and heat emitters), the energy performance of the whole system should be assessed.",,407_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"For existing dwellings, when carrying out work on an existing system, such as installing or replacing
components (e.g. replacing a boiler but retaining the pipework and heat emitters), the energy performance of the new components should be assessed.",,409_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Units should be draught-proofed.,,418_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
Insulated cavity closers should be installed where appropriate.,,419_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"The area of windows, roof windows, rooflights and doors should not exceed 25 of the total floor area of the dwelling.",,421_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"If the area of windows, roof windows, rooflights and doors exceeds 25 of the total floor area of the dwelling, compensating measures should be taken to improve the energy efficiency of the dwelling.",,422_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"The term controlled fitting refers to the entire unit of a window, roof window, rooflight or door, including the frame.",,423_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
A conservatory or porch must have thermal separation from the existing dwelling.,,431_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Any walls, doors and windows should be insulated and draught-proofed to at least the same extent as in the existing dwelling.",,433_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
 The area of openings in the newly created dwelling should not be more than 25 of the total floor area.,,490_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The annual energy savings should be estimated using the Standard Assessment Procedure.,,464_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Areas that are not enclosed, such as open floors, covered ways and balconies, should be excluded.",,470_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The photographs should be made available to the energy assessor and the building control body.,,478_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
One photograph per detail should be recorded.,,480_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Photographs should be taken at appropriate construction stages for each detail when completed, but prior to closingup works.",,482_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
"Geo-location should be enabled to confirm the location, date and time of each image.",,484_UK_DocL_V1_ConsrvationOfFuelAndPower,classification,,
The energy efficiency of historic and traditional buildings should be improved only if doing so will not cause long-term deterioration of the buildings fabric or fittings.,,17_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"In determining whether full energy efficiency improvements should be made, the building control body should consider the advice of the local authoritys conservation officer.",,18_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The floor area of the extension does not exceed 30m2.,,19_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The floor area of the extension does not exceed 30m2.,,22_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
A building that contains both living accommodation and space for commercial purposes (e.g. for a workshop or office) should be treated as a dwelling if the commercial part can be reverted to domestic use.,,23_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Manual controls, where provided, should be within reasonable reach of the occupants.",,26_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Where a building is erected, it must be a nearly zero-energy building.",,33_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Both before and after a newly constructed building is built, a notice must be given to the building control body of the calculations.",,45_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
A new building must be built to a minimum standard of total energy performance.,,47_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The target primary energy rate and target emission rate must be calculated using one of the calculation tools in the approved methodology, used in line with the version policy as stated in the methodology.",,49_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The same approved calculation tool must be used to calculate the target primary energy rate, the target emission rate, the building primary energy rate and the building emission rate.",,51_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Biomass heating supplemented by an alternative appliance (e.g. gas) -  the CO2 emission factor and primary energy factor should be based on a weighted average for the two fuels.,,59_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The building emission rate and building primary energy rate submission should be accompanied by a report, signed by a suitably qualified person, detailing how the combined emission factor has been derived.",,62_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Appliances capable of burning both biomass fuel and fossil fuel  the CO2 emission factor and primary energy factor for dua-lfuel appliances should be used, except where the building is in a smoke control area, when the anthracite figure should be used.",,63_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
CO2 emissions and primary energy associated with the thermal energy streams of a trigeneration scheme should be attributed in proportion to the output energy streams.,,67_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
A new district heat network should be taken as meaning any other district heat network.,,69_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The building primary energy rate and building emission rate submission should be accompanied by a report, signed by a suitably qualified person, detailing how the CO2 emission factors and primary energy factors have been derived.",,70_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Modular and portable buildings with a planned service life of more than two years at a single location should be shown to comply with the energy efficiency requirements.,,81_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Modular and portable buildings with a planned service life of more than two years but with an intended time of use in a single location of less than two years should be shown to comply with the energy efficiency requirements.,,83_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Whenever the building is moved to a new location, in which its intended time of use is less than two years, these calculations can be provided as evidence that the energy efficiency requirements are met.",,87_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If the planned time of use of a modular or portable building in a single location is less than two years, the only practical heating technology may be electric resistance heating.",,89_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Instead, the building primary energy rate and building emission rate should be calculated as if the area covered by the pool were replaced with the equivalent area of floor with the same U-value as the pool surround.",,91_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"A target primary energy rate, target emission rate, building primary energy rate and the building emission rate should be calculated for non-exempt buildings with low energy demand.",,102_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The building envelope should be insulated to a degree that is reasonable in the particular case.,,105_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The building control body should be notified that the analysis of high-efficiency alternative systems has been undertaken, that it is documented and is available to be verified.",,115_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"When a building undergoes a major renovation, the technical, environmental and economic feasibility of installing high-efficiency alternative systems should be considered.",,117_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"U-values should be assessed for the whole thermal element (e.g. in the caseof a window, the combined performance of the glazing and the frame).",,123_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"NOTE: When a single U-value is calculated for a product range of doors, the configuration of the door chosen for the calculation should be the worst performing in the product range.",,124_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"To correctly assess whether an element meets the limiting U-value, the U-value must be calculated for the element in the appropriate plane  either horizontal or vertical.",,128_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For windows and roof windows, U-values should be calculated based on a vertical position.",,129_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For rooflights, U-values should be calculated based on a horizontal position.",,130_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Single glazing should be supplemented with low-emissivity secondary glazing.,,135_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If meeting such a standard in an existing building would reduce by more than 5 the internal floor area of the room bounded by the wall, a lesser provision may be appropriate.",,136_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If other performance (e.g. wind load, safety, security or acoustic attenuation) requires thicker glass to be used, an equivalent window unit with standard thickness glazing should be shown to meet the required standard.",,137_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"There are no limits on the design of display windows and similar glazing, but for new buildings their impact must be taken into account in the calculation of primary energy and CO2 emissions.",,138_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"U-values for rooflights or rooflight-and-kerb assemblies should be based on the developed surface area of the rooflight (U_d values), which is often greater than the area of the roof opening.",,140_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Generally, a thermal element once upgraded should not have a U-value greater than 0.7W/(m2K).",,143_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The depth of the insulation plus any required air gap should be at least to the depth of the rafters.,,145_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The insulant should be chosen to achieve the lowest practicable U-value.,,146_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If meeting such a standard would reduce the internal floor area of the room bounded by the wall by more than 5, a lesser standard may be appropriate.",,148_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The insulation should be reasonably continuous across newly built elements.,,149_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Thermal bridging, including at the party wall, should be reasonably limited.",,150_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The space between the air barrier and the insulation layer should be filled with solid material.,,152_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"When installing or renovating thermal elements, the element being installed should be draught-proofed and airleakage gaps should be filled.",,161_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"When installing controlled fittings, the controlled fitting should be well fitted and reasonably draught-proof.",,162_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Hot water pipework should be insulated in all areas inside and outside the building unless it can be demonstrated that the heat is always useful.,,170_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Cooling pipework should be insulated along its whole length.,,176_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Control should be maximised and heat gain to uninsulated pipes should only be permitted where the proportion of the cooling load relating to distribution pipework is less than 1 of the total load.,,177_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Where a system for onsite electricity generation is installed (a) reasonable provision must be made to ensure that (i) the system and its electrical output are appropriately sized for the site and available infrastructure; (ii) the system has effective controls; and (b) it must be commissioned by testing and adjusting as necessary to ensure that it produces the maximum electricity that is reasonable in the circumstances.,,188_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The test data should be certified by a notified body.,,194_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"NOTE: For grid-supplied electricity, a CO2 emission factor of 0.136kgCO2/kWh and primary energy factor of 1.501kWhPE/kWh should be used.",,199_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Where a wet heating system is either: a. newly installed; b. fully replaced in an existing building, including the heating appliance, emitters and associated pipework all parts of the system, including pipework and emitters, should be sized to allow the space heating system to operate effectively, and in a manner that meets the heating needs of the building, at a maximum flow temperature of 55C or lower.",,208_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Where it is not feasible to install a space heating system that can operate at this temperature (e.g. where there is insufficient space for larger radiators, or the existing distribution system is provided with higher temperature heat from a low carbon district heat network), the space heating system should be designed to the lowest design temperature possible that will still meet the heating needs of the building.",,209_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The service should be appropriate to the requirements of the space.,,212_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The default condition should be off.,,213_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"System controls should be wired so that when there is no demand for space heating, the heating appliance and pump are switched off.",,214_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Before a new heating appliance is installed, all central heating and primary hot water circuits should be thoroughly cleaned and flushed out.",,216_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
A suitable chemical inhibitor should be added to the primary heating circuit to protect against scale and corrosion.,,217_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"In hard water areas, suitable measures should be taken to treat the feed water to water heaters and the hot water circuit of combination boilers to reduce limescale accumulation.",,218_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For heating and cooling systems in a new non-domestic building, or when a heat generator such as a boiler is replaced in an existing non-domestic building, each room should be provided with thermostatic room controls.",,220_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
These should be capable of being used to separately adapt the heating or cooling output in each room served by the heating or cooling appliance.,,221_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The various enduse categories, such as heating, lighting and cooling, should be submetered in such a way that at least 90 of the annual energy consumption of each fuel can be assigned to an enduse.",,227_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The outputs of any renewable systems should be separately monitored.,,228_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"In buildings with a total useful floor area greater than 1000m2, automatic meter reading and data collection facilities should be installed.",,229_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"In cases where the Energy Related Products Regulations and the Building Regulations both apply, both standards should be met.",,232_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Equipment should be designed, specified and installed with the aim of maximising its efficiency as installed.",,233_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Non-condensing boilers should be fitted with a flue condensing kit where feasible and where the boiler is likely to be able to operate in condensing mode (e.g. variable temperature circuits).,,235_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"NOTE: For example, if the total system output is made up of three equally sized boilers, at 15% of system output the lead boiler will be operating at 45% of its rated output with the other two boilers switched off.",,244_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
NOTE: Linear interpolation should be used to determine efficiencies between manufacturers declared efficiencies at 30 and 100 load.,,245_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If efficiencies at below 30% are required and unavailable, the boiler efficiency may be taken as equal to that at 30% load.",,246_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"NOTE: All boilers should be used in the calculation, including any that are identical.",,249_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Gasfired boilers and multi-stage oilfired boilers with an output of more than 500kW should have fully modulating burner controls.,,252_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Timing and temperature demand control should be provided.,,257_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If the building has a floor area greater than 150m2, heating should be split into different heating zones and each zone should have separate controls for timing and temperature demand.",,258_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If the building has a floor area greater than 150m2, heating should be split into different heating zones and each zone should have separate controls for timing and temperature demand.",,259_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The input charge for electric storage heaters should be adjusted automatically, based on the internal air temperature.",,260_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Manual control of heat release from the appliance should be possible.,,261_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Manual reset should be possible if there is an over-temperature trip.,,269_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Multiple cooling units should be provided with controls that ensure that the combined plant operates in its most efficient modes.,,275_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The default condition should be off.,,276_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For systems that have the ability to use free cooling or heat recovery, the SEER should be derived for the specific application, including free cooling or heat recovery elements.",,282_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For variable refrigerant flow (VRF) systems, any calculations must include indoor and outdoor conditions, the power input from controls, and indoor units.",,283_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For absorption chillers used in conjunction with onsite CHP or a district heat network or community heating system, the CO2 emissions and primary energy should be calculated in the same way as when using CHP for heating.",,284_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The minimum full load EER of the absorption chillers should be no worse than 0.7.,,285_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For district cooling schemes, the CO2 and primary energy content of the cooling energy supplied should be calculated.",,286_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"On variable volume systems, variable speed glandless circulators should be used.",,289_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If a water pump is used on a closed loop circuit and the motor is rated at more than 750W, then it should be fitted with or controlled by an appropriate variable speed controller on any variable volume system.",,290_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"For heat pump installations in which there are other heat sources available to the same building, each of these heat sources should be appropriately incorporated into a singular control system.",,294_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Air handling systems should be capable of achieving a specific fan power (SFP) at 25 of design flow rate no greater than the SFP achieved at 100 design flow rate.,,297_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Fans used for general air distribution that are rated at more than 1100W should be fitted with variable speed drives.,,298_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Ventilation ductwork should be made and assembled so as to be reasonably airtight.,,299_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Air handling units should be made and assembled so as to be reasonably airtight.,,300_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The default condition should be off.,,305_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"System controls should be wired so that when there is no demand for space heating or hot water, the heating appliance, if appropriate, and pump are switched off.",,306_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Supply temperature control should be provided via a variable set point with outdoor temperature compensation.,,307_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Ventilation systems that provide supply and extract ventilation should be fitted with a heat recovery system where technically feasible.,,309_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Lighting should be designed based on CIBSEs SLL Lighting Handbook or an equivalent design guide.,,310_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Display lighting should be controlled on dedicated circuits that can be switched separately from those for lighting provided for general illuminance.,,317_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If a new building has a space heating or airconditioning system with an effective rated output greater than 180kW, a building automation and control system should be installed.",,319_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Where appropriate, these should be automated (with manual override) so that energy savings are maximised.",,322_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Consideration should be given to the power requirements of essential (e.g. life safety) systems.,,323_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"If the building is heated through a district heat network or community heating system, the effective rated output should be based on the capacity of the equipment installed in the building, making reasonable assumptions for the operation of the district heat network or community heating system, including flow temperatures.",,325_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The effective rated output should be assessed based on the final installed capacity of the heating or air-conditioning system.,,326_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Where a building automation and control system is installed, its control capabilities should be appropriate for the building, its expected usage and the building services specification.",,329_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Where on-site electricity generation and storage is installed, such as photovoltaic panels or battery storage, systems should be an appropriate size for the site, available infrastructure and on-site energy demand.",,331_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
The system should be specified and installed according to the manufacturers instructions to ensure the overall performance of the system meets a reasonable standard.,,332_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"When replacing an existing system, the installed generation capacity of the new system should be no less than that of the existing system, except where a smaller system can be demonstrated to be more appropriate or effective (e.g. replacing an existing system with a system which is better matched to the building’s energy demand).",,333_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
On-site electricity generation should be provided with automated controls that support the design of the system and the intended use.,,335_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
A district heat network that is being connected to a new building should not have a CO2 emission factor for delivered heat to the building which is greater than 0.350kgCO2/kWh.,,336_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Calibration should be carried out in accordance with CIBSEs TM23.,,342_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Test data must be from a minimum of five in-situ measurements of the same module types and link details as used in the actual building.,,351_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
Air permeability should be in m3/(hm2) at 50Pa.,,352_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Any justification and strategy should be in line with the approved airtightness testing methodology, CIBSEs TM23.",,355_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The building primary energy rate and building emission rate calculated using the measured air permeability must not be higher than the target primary energy rate and target emission rate, respectively.",,357_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"The results of all pressure tests on buildings, including any test failures, should be reported to the building control body.",,360_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
"Air pressure tests should be performed following the guidance in the approved airtightness testing methodology, CIBSEs TM23.",,362_UK_DocM_V2_AccessAndUseOfBuildings,classification,,
