Text,is_rule,ID,metadata
NOTE: Any financial contribution from the network operator should be deducted from the cost of providing the relevant connection.,0,53_UK_DocR_V1_InfrastructureForElectircalCommunications,
"The cost of providing a connection to a gigabit-capable public electronic communications network exceeds the cost cap, with accompanying quotes provided by the suitable network operators.",0,60_UK_DocR_V1_InfrastructureForElectircalCommunications,
Note: Connection should be provided to the fastest public electronic communications network within the cost cap.,0,72_UK_DocR_V1_InfrastructureForElectircalCommunications,
"Building work must be carried out so as to ensure that the building is equipped with a high-speedready inbuilding physical infrastructure, up to a network termination point for high-speed electronic communications networks.",0,1_UK_DocR_V2_InfrastructureForElectircalCommunications,
"Where the work concerns a building containing more than one dwelling, the work must be carried out so as to ensure that the building is equipped in addition with a common access point for highspeed electronic communications networks.",0,2_UK_DocR_V2_InfrastructureForElectircalCommunications,
Multi-dwelling buildings that are subject to major renovation works must be equipped with a common access point capable of serving all the dwellings within the building.,0,4_UK_DocR_V2_InfrastructureForElectircalCommunications,
"A suitable position for at least one network termination point should be identified for the erection of a new building other than a dwelling, for an existing building (including an existing individual dwelling) that is subject to major renovation works, and for each dwelling in an existing multidwelling building that is subject to major renovation works.",0,7_UK_DocR_V2_InfrastructureForElectircalCommunications,
Suitable ducting should be provided to connect all such network termination points to an appropriate access point or common access point.,0,8_UK_DocR_V2_InfrastructureForElectircalCommunications,
"However, it should be noted that alternative forms of connectivity may be used.",0,9_UK_DocR_V2_InfrastructureForElectircalCommunications,
The design of the in-building physical infrastructure should take account of satellite and wireless technologies where there is evidence that the required network speeds could be met.,0,12_UK_DocR_V2_InfrastructureForElectircalCommunications,
"Where a car park is constructed or work is carried out to an existing car park, care must be taken to ensure that the fire safety requirements of the Building Regulations have been met.",0,1_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Manual controls, where provided, should be within reasonable reach of the occupants.",0,2_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Access requirements must be considered when locating electric vehicle charge points.,0,3_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Accessible parking spaces must meet the Part M requirements.,0,4_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where electrical work is carried out for a dwelling, Part P of the Building Regulations must be met.",0,5_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"The number of associated parking spaces which have access to electric vehicle charge points must be (a) the total number of associated parking spaces, where there are fewer associated parking spaces than there are dwellings contained in the residential building; or (b) the number of associated parking spaces that is equal to the total number of dwellings contained in the residential building, where there are the same number of associated parking spaces as, or more associated parking spaces than, there are dwellings.",0,8_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The number of electric vehicle charge points that must be installed is the maximum number of electric vehicle charge points that it is possible to install at an average sum of 3600 or less for the connection cost of each electric vehicle charge point connection (the 3600 cap).,0,10_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The building has more than 10 associated parking spaces.,0,13_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
If the number of associated parking spaces for the new residential building is both a. more than 10; b. more than the number of dwelling scable routes must be provided for all associated parking spaces which do not have access to an electric vehicle charge point.,0,18_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where the connection cost is greater than 3600 per electric vehicle charge point connection, the maximum number of electric vehicle charge points should be installed before the extra grid connection costs exceed 3600 per electric vehicle charge point connection.",0,20_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
At least one quote should be from a distribution network operator.,0,22_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The maximum number of electric vehicle charge points that can be installed before the extra grid connections costs exceed 3600 per charge point per dwelling.,0,23_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where one or more dwellings with associated parking result from a building, or a part of a building, undergoing a material change of use at least one associated parking space for the use of each such dwelling must have access to an electric vehicle charge point.",0,26_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Where a residential building undergoing major renovation will have more than 10 associated parking spaces after the major renovation is completed (a) at least one associated parking space for the use of each dwelling must have access to an electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all additional associated parking spaces.,0,31_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"If the cost of installing the required electric vehicle charge points and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation(a) the residential building is exempt from the requirement to install any electric vehicle charge point; (b) cable routes for electric vehicle charge points must be installed in all associated parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",0,34_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
As many electric vehicle charge points as can be accommodated within the existing power supply should be installed.,0,43_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Cable routes should be provided for the additional parking spaces which would have required an electric vehicle charge point if the electrical power supply were sufficient.,0,44_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"When work is complete, there will be more than 10 associated parking spaces for the use of the dwellings.",0,48_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"If there are associated parking spaces where there is not a requirement to install electric vehicle charge points, cable routes must be installed in all remaining associated parking spaces.",0,50_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The cost of installing electric vehicle charge points and cable routes is not more than 7% of the total capital cost of the major renovation.,0,51_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",0,53_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The methodology for determining costs should be consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure.,0,54_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"If there are not enough associated parking spaces outside of the covered car park to meet the requirement to install electric vehicle charge points, then cable routes should be installed for associated parking spaces within the covered car park.",0,58_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The total number of associated parking spaces which have access to either: a. cable routes; b. an electric vehicle charge point should be the greater of the following: a. the number of dwellings in the residential building; b. the number of associated parking spaces.,0,59_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Where a new building which is not a residential building or a mixed-use building has more than 10 parking spaces (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.,0,61_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
One electric vehicle charge point must be provided for the building.,0,67_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
At least one in every five remaining parking spaces must be provided with cable routes.,0,68_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with access to an electric vehicle charge point.",0,69_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where any of the parking spaces for new buildings other than residential or mixed-use buildings are in a covered car park, the requirement to install an electric vehicle charge point should be met by installing a charge point in a parking space that is not within a covered car park.",0,70_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Cable routes must still be provided for a minimum of one in five parking spaces.,0,71_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where a building undergoing major renovation, which is not a residential building or a mixeduse building, will have more than 10 parking spaces after the major renovation is completed (a) one of those parking spaces must have access to one electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of remaining parking spaces.",0,73_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"If the cost of installing the required electric vehicle charge point and cable routes for electric vehicle charge points exceeds 7% of the total cost of the major renovation (a) such a building is exempt from the requirement to install the electric vehicle charge point; and (b) cable routes for electric vehicle charge points must be installed in a minimum of one fifth of the total number of parking spaces, except where the cost of that installation exceeds 7% of the total cost of the major renovation.",0,75_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"After work is complete, more than 10 parking spaces within the site boundary will be available for the use of building users.",0,81_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
One electric vehicle charge point must be installed.,0,82_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
A minimum of one in five of the remaining parking spaces must have access to cable routes.,0,83_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"NOTE: A minimum of one in every five means that, for example, if there are 11 parking spaces, two parking spaces must have access to cable routes in addition to the one parking space with an electric vehicle charge point.",0,84_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where the cost of installing only cable routes is more than 7% of the total cost of the major renovation, there is no requirement to install either electric vehicle charge points or cable routes.",0,87_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The methodology for determining costs should be consistent between all elements of the calculation to allow a fair comparison between the cost of the major renovation and the cost of electric vehicle charge point infrastructure.,0,88_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where one or more parking spaces are within a covered car park, the requirement to install electric vehicle charge points should be met by installing charge points in parking spaces that are not within a covered car park.",0,89_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Cable routes must still be provided for a minimum of one in five parking spaces.,0,90_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where relevant work is undertaken on a mixed-use building, it should be determined which parking spaces are associated parking spaces for the use of occupants of the dwellings, and which parking spaces are for use by users of the non-residential function of the building.",0,94_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"For mixed-use buildings which have parking spaces within a covered car park, any requirements to install electric vehicle charge points or cable routes must first be applied to those parking spaces outside the covered car park.",0,95_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
the location of the electric vehicle charge point or future connection location should be suitable for use by electric vehicles with charging inlets in different places.,0,102_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Cable routes should be provided from a metered electricity supply point to the future connection location.,0,107_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"All cable routes should be laid as straight as possible and with suitable access points, so that cables can be pulled through in future.",0,111_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
All space alongside the cable duct should be backfilled in a way that avoids damage to the duct.,0,112_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The termination points of cable duct should be sited where access to maintain in future is unrestricted.,0,113_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Any future connection locations should be clearly identified and labelled.,0,116_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
Each letter should be 25mm high.,0,117_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The text should be displayed over three lines.,0,118_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The sign should be suitably weatherproof for its location.,0,119_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The sign should be sited where a person installing an electric vehicle charge point in future will see it.,0,120_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"Where vehicle barriers are necessary, sufficient space (for example 500mm) should be allowed around the future connection location.",0,121_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
The renovation of a building where more than 25% of the surface area of the building envelope undergoes renovation.,0,123_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"NOTE: The surface area of the whole building must be included when assessing whether the works constitute a major renovation, even if the building is mixed use.",0,124_UK_DocS_InfrastructureForChargingOfElectricalVehicles,
"The building shall be constructed so that the combined dead,imposed and wind loads are sustained and transmitted by it to the ground: (a) safely; and (b) without causing such deflection or deformation of any part of the building, or such movement of the ground, as will impair the stability of any part of another building.",0,1_UK_DocA_Structure,
"The building shall be constructed so that ground movement caused by: (a) swelling, shrinkage or freezing of the subsoil; or (b) land-slip or subsidence (other than subsidence arising from shrinkage), in so far as the risk can be reasonably foreseen,will not impair the stability of any part of the building.",0,3_UK_DocA_Structure,
The selection of relevant critical situations for design should be made reflecting the conditions that can reasonably be foreseen during future use.,0,5_UK_DocA_Structure,
Solid walls constructed of coursed brickwork or blockwork should be at least as thick as 1/16 of the storey height.,0,32_UK_DocA_Structure,
All cavity walls should have leaves at least 90mm thick and cavities at least 50mm wide.,0,35_UK_DocA_Structure,
"The wall ties should have a horizontal spacing of 900mm and a vertical spacing of 450mm, or alternatively should be spaced such that the number of wall ties per square metre is not less than 2.5 ties/m2.",0,36_UK_DocA_Structure,
"Wall ties should also be provided, spaced not more than 300mm apart vertically, within a distance of 225mm from the vertical edges of all openings, movement joints and roof verges.",0,37_UK_DocA_Structure,
Vertical loading on walls should be distributed.,0,55_UK_DocA_Structure,
"The ends of every wall should be bonded or otherwise securely tied throughout their full height to a buttressing wall, pier or chimney.",0,59_UK_DocA_Structure,
"The length of the buttressing wall should be at least 1/6 of the overall height of the supported wall and be bonded or securely tied to the supporting wall and at the other end to a buttressing wall, pier or chimney.",0,63_UK_DocA_Structure,
"piers should measure at least 3 times the thickness of the supported wall and chimneys twice the thickness, measured at right angles to the wall.",0,65_UK_DocA_Structure,
Construction over openings and recesses should be adequately supported.,0,67_UK_DocA_Structure,
"No openings should be provided in walls below ground floor except for small holes for services and ventilation, etc. which should be limited
to a maximum area of 0.1m² at not less than 2m centres.",0,68_UK_DocA_Structure,
"Vertical strapping may be omitted if the roof: a. has a pitch of 15 or more, and b. is tiled or slated, and c. is of a type known by local experience to be resistant to wind gusts, and d. has main timber members spanning onto the supported wall at not more than 1.2m centres.",0,75_UK_DocA_Structure,
The floor area of the building or annexe does not exceed 36m.,0,78_UK_DocA_Structure,
Where the floor area of the building or annexe exceeds 10m the walls have a mass of not less than 130kg/m.,0,79_UK_DocA_Structure,
The maximum length or width of the buildingor annexe does not exceed 9m.,0,80_UK_DocA_Structure,
One or two major openings not more than 2.1min height are permitted in one wall of the building or annexe only.,0,83_UK_DocA_Structure,
The width of a single opening or the combined width of two openings should not exceed 5m.,0,84_UK_DocA_Structure,
"Where ties are used to connect piers to walls they should be flat, 20mm x 3mm in cross section, be in stainless steel in accordance with paragraph 2C19, be placed in pairs and be spaced at not more than 300mm centre vertically.",0,86_UK_DocA_Structure,
"In clay soils subject to volume change on drying (shrinkable clays, with Modified Plasticity Index greater than or equal to 10), strip foundations should be taken to a depth where anticipated ground movements will not impair the stability of any part of the building taking due consideration of the influence of vegetation and trees on the ground.",0,99_UK_DocA_Structure,
Fixings shall be corrosion resistant and of a material type appropriate for the local environment.,0,102_UK_DocA_Structure,
"The strength of fixings should be derived from tests using materials representative of the material into which the fixing is to be anchored, taking account of any inherent weaknesses that may affect the strength of the fixing, e.g. cracks in concrete due to shrinkage and flexure, or voids in masonry construction.",0,112_UK_DocA_Structure,
"There must be a suitable installation for the provision of: (a) wholesome water to any place where drinking water is  drawn off; (b) wholesome water or softened wholesome water to any  washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (c) wholesome water or softened wholesome water to any washbasin, bidet, fixed bath or shower in a bathroom; and (d) wholesome water to any sink provided in any area where food is prepared.",0,59_UK_DocG_Sanitation,
There must be a suitable installation for the provision of water of suitable quality to any sanitary convenience fitted with a flushing device.,0,60_UK_DocG_Sanitation,
"Any system/unit used to supply dwellings with water from alternative sources should be subject to a risk assessment by the system designer and manufacturer, and appropriate testing carried out to demonstrate that any risks have been suitably addressed.",0,62_UK_DocG_Sanitation,
Reasonable provision must be made by the installation of fittings and fixed appliances that use water efficiently for the  prevention of undue consumption of water.,0,63_UK_DocG_Sanitation,
Where a building consists of more than one dwelling (such as a block of flats) it should be designed so that the estimated consumption of wholesome water resulting from the design of the cold and hot water systems for each individual dwelling should be no greater than the target.,0,70_UK_DocG_Sanitation,
The water used by sanitary appliances and relevant white goods in a new dwelling should be calculated using the manufacturers declared value for water consumption of each of those appliances and white goods.,0,72_UK_DocG_Sanitation,
"Where alternative sources of water are to be used in the dwelling design, this should be reflected in the estimate of water use.",0,75_UK_DocG_Sanitation,
"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided.",0,78_UK_DocG_Sanitation,
the water efficiency calculator must be completed.,0,106_UK_DocG_Sanitation,
"Where it applies, the estimated consumption of wholesome water calculated in accordance with the methodology in the water efficiency calculator, should not exceed 110 litres/person/day.",0,79_UK_DocG_Sanitation,
"Similarly, where a shower is not to be provided or where a waste disposal unit, a water softener or water reuse is to be provided the water efficiency calculator must be completed.",0,83_UK_DocG_Sanitation,
"There must be a suitable installation for the provision of heated wholesome water or heated softened wholesome water to: (a) any washbasin or bidet provided in or adjacent to a room containing a sanitary convenience; (b) any washbasin, bidet, fixed bath and shower in a bathroom; and (c) any sink provided in any area where food is prepared.",0,87_UK_DocG_Sanitation,
"A hot water system, including any cistern or other vessel that supplies water to or receives expansion water from a hot water system, shall be designed, constructed and installed so as to resist the effects of temperature and pressure that may occur either in normal use or in the event of such malfunctions as may reasonably be anticipated, and must be adequately supported.",0,88_UK_DocG_Sanitation,
A hot water system that has a hot water storage vessel shall incorporate precautions to: (a) prevent the temperature of the water stored in the vessel at any time exceeding 100C; and (b) ensure that any discharge from safety devices is safely conveyed to where it is visible but will not cause a danger to persons in or about the building.,0,89_UK_DocG_Sanitation,
The hot water supply to any fixed bath must be so designed and installed as to incorporate measures to ensure that the temperature of the water that can be delivered to that bath does not exceed 48C.,0,90_UK_DocG_Sanitation,
Electrical work associated with hot water systems should be carried out in accordance with BS7671:2008 Requirements for electrical installations (IEE Wiring Regulations 17th Edition).,0,93_UK_DocG_Sanitation,
Pipework should be designed and installed in such a way as to minimise the transfer time between the hot water storage system and hot water outlets.,0,94_UK_DocG_Sanitation,
"Hot water storage systems should be designed and installed in accordance with BS  6700:2006  A1:2009 Specification for design,  installation, testing and maintenance of services supplying water for domestic use within buildings and their curtilages or BS EN 12897:2006 Water supply.",0,97_UK_DocG_Sanitation,
"Vented hot water storage systems should incorporate a vent pipe of an adequate size, but not less than 19mm internal diameter, connecting the top of the hot water storage  vessel to a point open to the atmosphere above and over the level of the water in the cold water storage cistern.",0,98_UK_DocG_Sanitation,
"The cold water storage cistern into which the vent pipe discharges should be supported on a flat, level, rigid platform which is capable of safely withstanding the weight of the cistern when filled with water to the rim and fully supporting the bottom of the cistern over the  whole of its area.",0,100_UK_DocG_Sanitation,
"The cistern should be accessible for maintenance, cleaning and replacement.",0,102_UK_DocG_Sanitation,
Any unvented hot water storage system up to 500 litres and less than 45kW should be in the form of a proprietary hot water storage system unit or package.,0,104_UK_DocG_Sanitation,
Any unvented hot water storage system unit or package should be indelibly marked with the following information:  a. the manufacturers name and contact details;  b. a model reference;  c. the rated storage capacity of the storage water heater;  d. the operating pressure of the system and the operating pressure of the expansion valve;  e. relevant operating data on each of the safety devices fitted; and  f. the maximum primary circuit pressure and flow temperature of indirect hot water storage system units or packages.,0,108_UK_DocG_Sanitation,
"Any unvented hot water storage system having a power input of more than 45kW, but a capacity of 500 litres or less should be in the form of a proprietary hot water storage system unit or package.",0,110_UK_DocG_Sanitation,
"Where relevant, appropriate pressure, temperature or temperature and pressure activated safety devices should be fitted in addition to a safety device such as an energy cut-out.",0,118_UK_DocG_Sanitation,
"Where solar water heating systems are used, an additional heat source should be available.",0,124_UK_DocG_Sanitation,
"Note: The additional heat source should be used, when necessary, to maintain the water temperature to restrict microbial growth.",0,125_UK_DocG_Sanitation,
"The diameter of discharge pipe (D1) should be not less than the nominal outlet size of the safety device, e.g. temperature relief valve.",0,127_UK_DocG_Sanitation,
Where a manifold is used it should be sized to accept and discharge the total discharge from the discharge pipes connected to it.,0,129_UK_DocG_Sanitation,
"Where valves other than a temperature and pressure relief valve from a single unvented hot water system discharge by way of the same manifold that is used by the safety devices, the manifold should be factory fitted as part of the hot water storage system unit or package.",0,130_UK_DocG_Sanitation,
Any discharge should be visible at the tundish.,0,133_UK_DocG_Sanitation,
"in dwellings occupied by people with impaired vision or mobility, consideration should be given to the installation of a suitable safety device to warn when discharge takes place,  e.g. electronically operated.",0,134_UK_DocG_Sanitation,
The discharge pipe (D2) should be made of: a. metal; or b. other material that has been demonstrated to be capable of safely withstanding temperatures of the water discharged and is clearly and permanently marked to identify the product and performance standard (e.g. as specified in the relevant part of BS 7291- 1:2006 Thermostatic pipes and fittings for hot and cold water for domestic purposes and heating installations in buildings).,0,138_UK_DocG_Sanitation,
"The discharge pipe D2 should be at least one pipe size larger than the nominal outlet size of the safety device unless its total equivalent hydraulic resistance exceeds that of a straight pipe 9m long, i.e. for discharge pipes between 9m and 18m the equivalent resistance length should be at least two sizes larger than the nominal outlet size of the safety device; between 18 and 27m at least 3 sizes larger, and so on; bends must be taken into account in calculating  the flow resistance.",0,141_UK_DocG_Sanitation,
"Where a single common discharge pipe serves more than one system, it should be at least one pipe size larger than the largest individual discharge pipe (D2) to be connected.",0,144_UK_DocG_Sanitation,
"Where the operating temperature of domestic hot water in the storage vessel in a dwelling is capable of exceeding 80C under normal operating conditions (a situation that may occur in vessels used as heat stores and those connected to solar heat collectors or solid fuel boilers that do not have intervening controls between the boiler and the vessel containing the hot water) the outlet from the storage vessel should be fitted with a device, such as an inline hot water supply tempering valve in accordance with BS EN 15092:2008 Building Valves.",0,148_UK_DocG_Sanitation,
"hot water tempering valves, to ensure that the  temperature supplied to the domestic hot water distribution system does not exceed 60C.",0,150_UK_DocG_Sanitation,
"The hot water supply temperature to a bath should be limited to a maximum of 48C by use of an inline blending valve or other appropriate temperature control device, with a maximum temperature stop and a suitable arrangement of pipework.",0,152_UK_DocG_Sanitation,
Inline blending valves and composite thermostatic mixing valves should be compatible with the sources of hot and cold water that serve them.,0,156_UK_DocG_Sanitation,
The length of supply pipes between inline blending valves and outlets should be kept to a minimum in order to prevent the colonisation of waterborne pathogens.,0,157_UK_DocG_Sanitation,
"If intermittent use of the bath is anticipated, provision should be made for high temperature flushing to allow pasteurisation of the pipes and outlet fittings.",0,158_UK_DocG_Sanitation,
Workmanship should be in accordance with appropriate standards such as BS 800015:1990 Workmanship on Building Sites Code of practice  for hot and cold water services (domestic scale).,0,160_UK_DocG_Sanitation,
Where commissioning is carried out it must be done in accordance with a procedure approved by the Secretary of State.,0,163_UK_DocG_Sanitation,
Adequate hand washing facilities must be provided in: (a) rooms containing sanitary conveniences; or (b) rooms or spaces adjacent to rooms containing sanitary  conveniences.,0,170_UK_DocG_Sanitation,
"Where hot and cold taps are provided on a sanitary appliance, the hot tap should be on the left.",0,176_UK_DocG_Sanitation,
Any dwelling (house or flat) should have at least one sanitary convenience and associated hand washing facility.,0,178_UK_DocG_Sanitation,
"To allow for basic hygiene, hand washing  facilities should be located in: a. the room containing the sanitary convenience; or  b. an adjacent room or place that provides the sole means of access to the room containing the sanitary convenience (provided that it is not used for the preparation of food).",0,180_UK_DocG_Sanitation,
A place containing a sanitary convenience and/or associated hand washing facilities should be separated by a door from any place used for the preparation of food (including  a kitchen).,0,187_UK_DocG_Sanitation,
A bathroom must be provided containing a wash basin and either a fixed bath or a shower.,0,190_UK_DocG_Sanitation,
"Where hot and cold taps are provided on a sanitary appliance, the hot tap should be on the left.",0,191_UK_DocG_Sanitation,
"Any dwelling (house or flat) must have at least one bathroom with a fixed bath or shower, and a washbasin.",0,193_UK_DocG_Sanitation,
The number of fixed baths or showers and washbasins in buildings with rooms for residential purposes should be in accordance with BS 64651:2006 and A1:2009 Sanitary  installations.,0,195_UK_DocG_Sanitation,
A suitable sink must be provided in any area where food is prepared.,0,198_UK_DocG_Sanitation,
A sink should be provided in any kitchen or place used for the preparation of food.,0,200_UK_DocG_Sanitation,
"For taps, where there are separate hot and cold water taps, the flow rate of each tap should be entered separately as two tap types to calculate the average flow rate.",0,219_UK_DocG_Sanitation,
A higher standard of protection should be considered where occupants of a proposed dwelling would be at special risk from fire.,0,1_UK_DocB_V1_FireSafety,
Smoke alarms should be mains operated and conform to BS EN 14604.,0,2_UK_DocB_V1_FireSafety,
Heat alarms should be mains operated and conform to BS 54462.,0,3_UK_DocB_V1_FireSafety,
"A large dwelling-house of two storeys (excluding basement storeys) should be fitted with a Grade A Category LD3 fire detection and alarm system, as described in BS 58396.",0,6_UK_DocB_V1_FireSafety,
A large dwelling-house of three or more storeys (excluding basement storeys) should be fitted with a Grade A Category LD2 fire detection and alarm system as described in BS 58396.,0,7_UK_DocB_V1_FireSafety,
"Fire detection and alarm systems must be properly designed, installed and maintained.",0,15_UK_DocB_V1_FireSafety,
"A design, installation and commissioning certificate should be provided for fire detection and alarm systems.",0,16_UK_DocB_V1_FireSafety,
The interface between systems must be reliable.,0,18_UK_DocB_V1_FireSafety,
"In dwelling-houses with more than one stair, the stairs should provide effective alternative means of escape.",0,23_UK_DocB_V1_FireSafety,
Any duct passing through the stair enclosure should be rigid steel.,0,37_UK_DocB_V1_FireSafety,
Joints between the ductwork and stair enclosure should be fire-stopped.,0,38_UK_DocB_V1_FireSafety,
Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system.,0,39_UK_DocB_V1_FireSafety,
"For ducted warm air heating systems, a room thermostat should be sited in the living room.",0,40_UK_DocB_V1_FireSafety,
People escaping should be able to reach a place free from danger from fire.,0,43_UK_DocB_V1_FireSafety,
Windows should be capable of remaining open without being held.,0,44_UK_DocB_V1_FireSafety,
"The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).",0,49_UK_DocB_V1_FireSafety,
"Doors to the stair should be fire resisting (minimum E 30), except for a single exit door from the building to the top landing of a downward-leading external stair.",0,54_UK_DocB_V1_FireSafety,
Fire resisting construction (minimum RE 30) should be provided for any part of the building (including doors) within 1800mm of the escape route from the foot of the stair to a place of safety.,0,55_UK_DocB_V1_FireSafety,
Stairs more than 6m in height should be protected from adverse weather.,0,56_UK_DocB_V1_FireSafety,
"Glazing in areas of fire resisting construction should be fixed shut and fire resisting (in terms of integrity, but not insulation) (minimum E 30).",0,57_UK_DocB_V1_FireSafety,
The replacement window should be sized to provide at least the same potential for escape.,0,59_UK_DocB_V1_FireSafety,
People escaping should be able to reach a place free from danger from fire.,0,75_UK_DocB_V1_FireSafety,
Windows should be capable of remaining open without being held.,0,76_UK_DocB_V1_FireSafety,
"The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum  REI 30).",0,80_UK_DocB_V1_FireSafety,
Bedrooms should be separated from living accommodation by fire resisting construction (minimum REI 30) and fire doorsets (minimum E 20).,0,91_UK_DocB_V1_FireSafety,
The alternative exit should be in the part of the flat that contains the bedrooms.,0,92_UK_DocB_V1_FireSafety,
Approach 2 - provide at least one alternative exit from each storey that is not the entrance storey of the flat.,0,96_UK_DocB_V1_FireSafety,
Any duct passing through the enclosure should be rigid steel.,0,100_UK_DocB_V1_FireSafety,
Joints between the ductwork and enclosure should be firestopped.,0,101_UK_DocB_V1_FireSafety,
Any system of mechanical ventilation which recirculates air and which serves both the stair and other areas should be designed to shut down on the detection of smoke within the system.,0,102_UK_DocB_V1_FireSafety,
"For ducted warm air heating systems, a room thermostat should be sited in the living room.",0,103_UK_DocB_V1_FireSafety,
The design should be considered on a case-by-case basis.,0,107_UK_DocB_V1_FireSafety,
"A person escaping through the common area, if confronted by the effects of a fire in another flat, should be able to turn away from it and make a safe escape via an alternative route.",0,111_UK_DocB_V1_FireSafety,
"If travel distance is measured to a stair lobby, the lobby must not provide direct access to any storage room, flat or other space containing a fire hazard.",0,114_UK_DocB_V1_FireSafety,
"Where travel distance is measured to a stair lobby, the lobby must not provide direct access to any storageroom, at or other space containing a potential rehazard.",0,116_UK_DocB_V1_FireSafety,
The central  door may be omitted if maximum travel distance is not more than 15m.,0,118_UK_DocB_V1_FireSafety,
"The part of the roof (including its supporting structure) forming the escape route, and any opening within 3m of the escape route, should be of fire resisting construction (minimum REI 30).",0,130_UK_DocB_V1_FireSafety,
The route should be clearly defined and guarded by walls and/or protective barriers to protect against falling.,0,131_UK_DocB_V1_FireSafety,
Common corridors should be protected corridors.,0,134_UK_DocB_V1_FireSafety,
"The wall between each flat and the corridor should be a compartment wall (minimum REI 30 where the top storey is up to 5m above ground level, otherwise REI 60).",0,135_UK_DocB_V1_FireSafety,
Escape stair lighting should be on a separate circuit from the electricity supply to any other part of the escape route.,0,141_UK_DocB_V1_FireSafety,
